text,expected,predicted
"Ахах! УДАЛЯТЬ ПОСТЫ! ЛОЛ!
",0.0,1.0
"Про пирамиды из космоса такой пруф: Остальное лень проверять
",0.0,0.0
"любой город Любой, где производятся взрыватели, навигационные системы и точная механика для ракет V2.
",0.0,0.0
"А сейчас мало методов против тех, кто дорогу кому-то перешел? Смысл выдумывать новый, если и сейчас вполне можно с неугодным человеком вопрос решить?
",0.0,0.0
"Короч, еще пару плюсов в карму этого производителя. Купил сыну часы такие, для первого класса норм. Трекер, позвонить можно на них, камера на крайняк. И через 10 месчцев перестала работать одна кнопка. Отнес по гаратнии, ждал долгого ремонта. Но нет - позвонили через дней 10, сказали приезжайте заберите новые. Что было немедленно сделано. Риальне новые часы с новым айди в заводской упаковочке. Крч спс от ЛЛ ) Нивкоем не реклама, часы хороши по отношению цена качество. Есть куча более крутых моделей.
",0.0,0.0
"ШУЕ! ЗА ВНУКА ЕЛЬКИНА!
",1.0,1.0
"Отношение может быть как у нас в конторе - или ходовая в идеале или марафет. Что для ОВБ важнее и что выберет главный механик?
",0.0,0.0
"И даже у этих говнососов - чистые гладкие лица и нет торчащих скул.
",1.0,0.0
"Чет даже как то стыдно за хохлов. Уже даже лднр-совок стал культурно продвинутее. Скоро порох переизберется и из феодального скакнут в родоплеменной строй нахуй.
",1.0,0.0
"Увидев домен .rzd подумал, что РЖД купила себе домен первого уровня, а потом только понял, что домен внутренний.
",0.0,1.0
"Мне одному похуй на тупое мракобесное казачьё?
",1.0,1.0
"Да вот только есть одна проблема - Солнечные станции деградируют со временем. По итогу получается что окупаемость солнечной станции около 10 лет. И это без учета деградации, пасмурных дней и прочего. Да и вырабатывают только днем. С ветряками дело чуть лучше обстоит, но их не везде установишь. Да и площадь они занимают огого. По итогу выходит что будущее видится за АЭС.
",0.0,0.0
"Мое мнение, что квартал максимум ты протянешь. Сбросишь 30-35кг и потом вернешься до 120кг.",0.0,1.0
"Вопрос не в недостижимости. Чтобы понимать пиво за 1-2к за бутылку, да даже за 500, надо сначала напить достаточно пива за 200-300, понять как отличается пиво в одном стиле друг от друга, а потом уже браться за дорогое, ну или забить и не браться, вас никто не заставляет. Ваши суждения, в текущем виде, выгледят как ханжемтво и подвид комплекса правдоруба.
",0.0,0.0
"Молодцы. А у нас на них только бабки пилят или выкорчёвывают, когда нужно новую палатку с Хуермой поставить.
",0.0,0.0
"В Самаре ,На Рубежном кстати, тоже хотели построить, но оказывается население воспротивилось и та-да-мм, отменили по просьбам трудящихся !
",0.0,0.0
"А в эту подборку пошла бы еще Дорога с Вигго Мортенсеном, вот уж где точно про выживание. Но можно и в отдельную подборку типа Фильмы о постапокалипсисе. Человечество без будущего
",0.0,0.0
"Ну денег платишь больше, и дней больше. Все логично же.
",0.0,0.0
"Хотела написать как за месяц без строгой диеты впервые в жизни накачала кубики пресса и перегнала жирок в мышцы, но, видимо, на Пикабу не любят тех, кому что-то даётся легче чем другим. :
",0.0,0.0
"Сомневаюсь что их когда-нибудь все откроют. Мне думается замысел там был такой, сначала игру покупают, а потом чем больше игроков, тем быстрее делаем. Учитывая что игра все-таки ни разу не Witcher 3 скажем, приток новых средств там не такой большой, чтобы быстро делать.
",0.0,0.0
"Да не жирный же Ну ок как тебе нравится: пухлый, рыхлый, толстый, обоготельный?
",1.0,1.0
"Все образованные давно съебались и переобулись в хохлы. мимоДонецк
",1.0,0.0
"С точки зрения арифметики не опровергнуть, однако с точки зрения математики это выражение не имеет смысла и лежит в поле вещественных чисел и не может рассматриваться как задача.
",0.0,0.0
"Какой сайт? Ты сам то смотрел прежде чем писать? Там ссылки на видео в том же ютубе от лица адвоката.
",1.0,1.0
"Судя по сайту sndeep у ТСа яблоко. Сходи, перебей на нем, ага.
",1.0,0.0
"Я один вижу, как уголок пытается себе отсосать?
",1.0,1.0
"Рецептурные. Вообще у них много названий, самое известное это Xanax. Xanax это брэнд, торговая марка, активное вещество в нём Alprazolam. Есть одноименное Латвийское лекарство, производитель Олайнфарм. Минимум в два раза дешевле.
",0.0,0.0
"Переход на сверхзвук возможен хоть не отрываясь от асфальта, или о чем вы? А малая высота, это ниже 100 метров.
",0.0,0.0
"стоит ли анону качественный разъеб с годным монтажом делать А ты точно вывезешь?
",1.0,1.0
"Почему собака, когда подходит к тебе, нюхает твою жопу, а когда кот подходит к тебе, в лицо суёт свою жопу?
",1.0,1.0
"Забыл дополнить: эксперимент по поиску алкоголя в ложечке с максимальной вместимостью три миллилитра, именно столько вмещает одна ложечка, и только одна она даётся раз (с ближайшим сроком в неделю) каждому причащающемуся.
",0.0,0.0
"Ремонт своими силами? Никто из больных не оплачивает лекарства? Финансирование больницы по остаточному принципу? У них там вообще что происходит? ?? Конечно в такой больнице нельзя никого лечить. Это жуть какая то.
",0.0,0.0
"А где в мировой истории впервые упоминается откат?
",0.0,0.0
"Слишком много хочешь. Руснявая пидораха не стоит и пальца казаха. Вы и должны быть рабами, вам не привыкать.
",1.0,0.0
"4 дня высокой температуры и потом резкая поправка - вроде ж грипп классический, лет в 12 похожее что-то было. Отец может правда какую-то настойку дал - посоветовал кто-нибудь.
",0.0,0.0
"Как нет фермеров? Куда делись? И коров нет?
",0.0,0.0
"Да я и не против, собственно. Вообще, пост о том, что рыбалка может оказаться очень дорогим удовольствием при неблагоприятном стечении обстоятельств. Собирать валежник гораздо безопаснее для семейного бюджета, к примеру.
",0.0,0.0
"Меж Адом и Раем раскинуло двух! В Аду Пятачок, а в Раю - Винни-Пух!
",1.0,0.0
"мухаха спалился , сам себе донатит",1.0,1.0
"Когда там следующий конвейер еды?
",0.0,0.0
"О, очередное небыдло объявилось. Трактор уже спиздил или так, авансом подхрюкиваешь?
",1.0,0.0
"Беньки разуй, оп как раз таки и выступает за то, чтобы пидорашек выселили из по . Если всех хохлов оттуда выселить, то на пораше никого не останется, кроме окатышей пыни и тех же крымотредов. Да и куда пидорашек выселять? На укрочач что ли? Или в int?
",1.0,0.0
стрелять в орущее быдло,1.0,0.0
"Вот только китайцы у себя все строят и улучшают. А в России в половине городов транспорт прошлого века ездит. Хорошо смеется тот, кто смеется последним.
",0.0,0.0
Водитель троллейбуса на антигравах :),0.0,1.0
"ТС, меня реальная цена одной пачки интересует. Сколько мы платим налогов с пачки? По моему очень много.
",0.0,0.0
"На фотографии знаменитый Сахаров. И это не совсем форма РОА. Такая форма пошла от РННА и в РОА окажется позднее у некоторых офицеров.
",0.0,0.0
"Место не слишком проходное, да и город у нас маленький
",0.0,0.0
"Живи в иллюзорном раю, как телекретин, чО...
",1.0,1.0
Ну я заметил следующие особенности кубаноидов. 1) хамство 2) ЧСВ 3) любовь ходить в гости без приглашения 4) ватность в терминальной стадии,1.0,0.0
"Вы угадали. С аккредитацией было бы все в порядке при старом начальнике или хотя бы если с умом подойти к делу. Как до этого 30 лет работала и развивалась лаборатория
",0.0,0.0
"А вот будет ли возможность? Одного моего знакомого упоротая мама в дурку упекла по одной ей ведомой причине. После такого съехать становится сильно сложнее.
",0.0,0.0
Они включены в следующие части поста :) А пока - ссылки: Трио из Бельвилля -- Иллюзионист --,0.0,0.0
"пук пук пук пук МАЛОЛЕТНИЙ ДЕБИЛ НАСРАЛЬНЕНОК ОПЯТЬ НАВАЛИЛ ГАВНА В КАМЕНТАХ
",1.0,0.0
"вы описали как надо эксплуатировать SSD для долгой работы
",0.0,0.0
"Wild - дикарь А ведь верно.
",1.0,0.0
"чем если террористы исламисты будут контролировать. Ты о тех ИГиловцах, которых Беня лечил в лучших израильских клиниках или о тех, что перекидывали через границу из которых в итоге вышел южный анклав ИГ? Я просто напоминаю, что 70 лет назад, на Голанах не было ни одного еврейского поселения. Даже исторически кроме нескольких станов больше еврейских поселений там за тысячалетие не было И отжали их у светской Сирии... это я так, напоминаю
",1.0,0.0
"когда как. скорее первое. но последний раз попал к одной очень сильно похожей на коллегу на работе которая мне нравится и с ней было все супер (первый раз когда я могу сказать что это был почти полноценный секс - еще бы поцелуи добавить и вообще было бы все ок) она была новенькая и после этого ушла, так что есть смысл доверять тому положительному отзыву что она оставила(жаль не хватило ума контакты попросить). так что после этого раза как-то меня сломало. или в другой раз решил сходить в дешевый бордель. вроде и не уродины там совсем были, но с тем отношением какое-то желание куда-то ходить пропало на некоторое время но все таки стоит ходить в проверенные места с нормальным отношением. как-то уверенней и расслабленей себя чувствуешь потом какое-то время. меньше загоняешься по поводу знакомств отношений, проще это все воспринимаешь а не думаешь а вдруг то а вдруг это а может она что-то другое думает а не то что я
",0.0,0.0
"Больной ублюдок.jpeg Как так можно? Самостоятельно лишать себя одного из главных удовольствий в жизни: пожрать что-то перед телек.
",1.0,0.0
"В приказе работник должен расписаться. Копию обязаны дать, и заверить по просьбе работника. Если не дали в приказе расписаться - работать дальше, т.к. нет документального подтверждения увольнения.
",0.0,0.0
"Приветствую! У меня как раз знакомый решает точно такую же задачу в России сейчас. Пожелал ему удачи ) Ну Китай правда - не обольщайтесь. Возможно на выходе получите не то, о чем договаривались (например в плане ресурса). А так да - они конечно супер молодцы.
",0.0,0.0
"Не тмс, а есть специальная ТМГ. Только что такие работали на полосе.
",0.0,0.0
"Тоже вариант, может камера как раз и могла бы раскрыть родителям глаза
",0.0,0.0
"Ну да. Есть полудурок - на половину дурак. А полнодурок - полный дурак)
",1.0,0.0
"Пиздабол. Баб немало в гей-клубах - внезапно они ходят туда просто пообщатся и потанцевать с подружками . А самое главное, к ним там точно никто приставать не будет. Выгодно. мимо по настоящему работаю в гей-клубе
",1.0,0.0
"Да у нас и большинство условно здоровых зачастую не отличается рациональным поведением, иначе чем объяснить такое количество кредитных айфонов?)
",0.0,0.0
"Всем похуй на блеяния и воззвания пидорахомаспожоров.
",1.0,0.0
"Чисто где не мусорят - это херня все. Вот если бы дворников было больше и у них было что-то технологичнее китайских пластиковых совочков и веников из хвороста, проблемы бы не было. Жлобство - это не бросить окурок на асфальт, жлобство - нежелание заплатить за чистоту.
",0.0,0.0
"Дополню, психотерапевты ещё врачи, но в отличии от психиатров занимаются медикаментозным лечением психических заболеваний.
",1.0,0.0
"В москве и по ипотечному кредиту 2500 ) Ждать не было возможности, нужно было подтвердить целевое использование средств нового кредитора, там ставка снижается
",0.0,0.0
"А как сотрудники полиции смотрят на этот автобус с точки зрения ПДД?
",0.0,1.0
"Но я ни за что не вернусь в анимублядский, моча у меня пасскод отобрала.",1.0,0.0
"А зачем, извините, пожарное подразделение в лесу? Чтобы точно всё сгорело нахуй? У нас, например, пожарка располагалась чуть ли не в самом центре части.
",0.0,0.0
"Вчерась пацан лет 8 в магазине телефон сует продавцу что бы та считала карту магазина,та охуев от 10 Айфона спрашивает- это мамы телефон?! ,пацан говорит- нет,мой и удаляется с корешем в даль есть купленные печеньки, ещё и чеки взяли сорванцы,я конечно тоже в ахуе был...",0.0,0.0
"долг за обучение в сшашке? Приближается примерно по размеру к госдолгу СШП.
",0.0,0.0
"по описанию его проще собрать из говна и палок нежели искать готовый
",0.0,0.0
"Я уже написал, считайте проф деформацией. И можете дальше дрочить на фото одних и тех же хомячков раз в два дня.
",1.0,0.0
"если верить теории о мультивселенных, то не только
",0.0,0.0
"Если тебя посадить в тюрьму и трахнуть - тоже изменишься.
",1.0,0.0
"Femap, Patran, Ls-Dyna, Abaqus, Mark первое что приходит в голову. Но таких программ дофига. Все имеют различную стоимость и функционал.
",0.0,0.0
"Интересно, на каком пробеге перебирают двигатель ?
",0.0,0.0
"ещё один который даже не пытался изучить вопрос пример работы ты где то в тайге (соторвой связи нет) ставишь терминал с тарелкой ,направляешь его на спутник, спутника получает данные , ретранслирует их на наземную станция (картинка 2станция сопряжения Iridium) . откуда уже данные идут в сеть интернет , наземная станция обязана быть на территория страны откуда идёт трафик p s в России уже давно работает спутниковая сеть Inmarsat, Iridium, Globalstar, Thuraya ,почитай как это всё работает .и сколько стоит оборудование и абонентская плата .
",0.0,0.0
"Главное не забывать сравнивать Россию с США или Европой при обсуждении проблем России.
",0.0,0.0
"А как понять какой рубль бывшая потратила на айфон: со своей зарплаты или с алиментов?
",0.0,1.0
"Меня всегда забавляют высказывания о будущих колонистах Марса. Поверьте, никогда, по крайней мере в обозримом будущем, никто не полетит на Марс. Дело в радиации, защиты от которой на Марсе нет из-за отсутствия магнитного поля и атмосферы. Для адекватной защиты колонии на Марсе нужна свинцовая броня толщиной 1 метр. Никто туда не потащит столько свинца. Да и, собственно, ни один живой организм не долетит до Марса, поскольку при выходе из магнитного поля Земли, будут смертельно облучены даже в космическом аппарате. Настолько сильна солнечная радиация. Предчувствуя вопрос сразу скажу, что Луна находится в области магнитного поля Земли.
",0.0,0.0
"Если добьетесь результата - то и время забастовки оплатят. Кстати - забастовку необязательно делать с полным прекращением работы - просто сократить рабочий день, работать не по 8, а по 6, по 5 часов. Это тоже будет забастовкой и трудовым спором.
",0.0,0.0
"У нас такой запах будет только через 3 месяца, и то не факт
",0.0,0.0
"Осталось подождать 8,5 лет...
",0.0,0.0
"1400 мм льют или больше?
",0.0,0.0
"в интернете написано 3 года и 4 мес
",0.0,0.0
"Блядь абу нахуй ссылай этих дегенератов в фаг, всем похуй на их шлюх
",1.0,1.0
"Махоун это не до блогер, потлатый говнарь из какой то дыры, типа латвии или эстонии, несет полную хуйню в своих высерах.
",1.0,0.0
"Целью встречи стали переговоры о сохранении поставок газа А что, у него есть полномочия вести такие переговоры? Сука блядский цирк. Какие же хохлы дегенераты, пиздец просто
",1.0,1.0
"Через неделю искусственно выведенная рабская порода окраиснких людей , так называемых украинцев , будет вновь жестоко унижена. Пан порошенко с явными и массовыми вбросами, с самыми лютыми и бесстыдными махинациями переизберет себя на пост пастуха стада рабской породы скота. И вновь на несколько лет будет боль и унижение рабского скота окраинцев, будет пиздарез и масса веселых вещей, которые порошенко будет вытворять над собственным скотом. Всё это очень забавляет весь остальной мир. Хочу спросить у так называемых украинцев, вы готовы к этому? Расскажите мне, как вы только выиграли. Повеселите меня своим убогим умишком.
",1.0,0.0
"Ну не знаю, в 89м всё было в дефиците.
",0.0,0.0
"Приору сложно назвать современным автомобилем, так что понадобился только адаптер для ОБД. Я описал в общих чертах, там именно, что был планомерный поиск. хотя я не диагност ни разу, даже скорее наполовину жопорук
",0.0,0.0
"Как продать айфон? А ПОНТОВАТЬСЯ??
",0.0,1.0
"Эти ебанаты не читают в принципе
",1.0,0.0
"Смотри дальше и сообщай сюжет,подписался жду.,
",1.0,0.0
"Тварь у порога он написал? Когда то была книга с таким названием из серии джокербук.
",1.0,1.0
"как говорит треуголодебил - тут все алкаши, только с жонами общаються а друзей нет
",1.0,0.0
"Может быть надеются на обратный платный звонок? Я правда не знаю возможно ли такое.
",0.0,0.0
"Зануда Mode ON: Bridal Veil Falls (раздельно; veil, а не weil; falls, а не fall - их там два) Зануда Mode OFF.
",0.0,0.0
"ррряяя смарити хахлы на каленях ррряяя жека-трупаед нисмейся над дитьми
",1.0,0.0
"очень красиво,я-бы лисичку заказал)))",0.0,0.0
"с которыми их наташки гуляют. Много видел таких? Наташки ирл в массе брезгуют чурбанами
",1.0,0.0
"10 лет и первые поселения на луне. Научные конечно
",0.0,0.0
"Вкину свою хуиту, буду рад критике и подписчикам :3
",1.0,0.0
"Чтобы ловить косаток нужны квоты, которые выдаются на основе утвержденного общедопустимого улова и проведения гос. экологичесткой экспертизы. Конкретно в этом случае все квоты были получены с нарушениями, поэтому суд признал вылов незаконным. Есть еще один момент. По закону в культурно - просветительских целях могут ловить только те организации, которые сами являются культурно - просветительскими. Компании отловщиков таковыми не являются. Большой вопрос к тем, кто выдавал им квоты на вылов, не прочитав закон. По поводу платности не знаю. Очевидно, что не бесплатно. Особенно с тем учетом, что экспертизу завершили всего за 6 дней, вместо положенных 30-и.
",0.0,0.0
"Когда понасёнок начинает волноваться и теряет аргументы, он постит порашные картиночки.
",1.0,1.0
"Так у кого есть деньги садятся в лодку, у кого нет возвращаются обратно на землю
",0.0,0.0
"Почему при запросе Востриков ищется только пидорас который сгорел в Кемерово? Я хочу поподробнее узнать что данный персонаж из себя представляет, дайте ссылку на канал его.",1.0,1.0
"Конкретно у этого павлика шансов с острым панкреотитом немного. А вообще касаемо долгожительства наследственность на первом месте, на втором удача
",0.0,0.0
"Интересно, как вы представляете в данном случае девушка ловила бы мужика? После точного акцентированное удара в челюсть человек обычно падает и поймать его просто не успеете
",0.0,0.0
"Спасибо за информацию.
",0.0,1.0
"По кредитам банки вроде не судятся обычно, продают оптом коллекторам долги. Это вы так в кино видели? Ну иногда все же судятся, как видим)
",0.0,0.0
Как это все можно не перепутать с поганками ? Пищевые герои...,0.0,0.0
"Да почти каждый вечер блокируют. С Карагандинского кипиша все началось еще, потом дети погибли. Народ волнуется очко сжимается. Хан ссыт чето. Я думал в его возрасте уже нечего боятся. А вы братья словяне не переживайте, Крым ваш и буде с вас. Вежливые люди по казахски не излагают не примут их у нас, так что сами разберемся.
",0.0,0.0
"Теперь геев на фурах рекламируют
",1.0,1.0
"В принципе многое зависит от пирога пола.Если пенопласт на плите,потом стяжка и уже ваш керамогранит,то все нормально.Если не пенопласт ,а пара листов картона ,то уже вас будут слышать.Керамогранит просто на плите на толстый слой клея самый жесткий вариант.
",0.0,0.0
"Летс ролл бойз! ШМАЙСЕР ГЛУШКО ГРЕТТРУП ПЕРШИНГ СИКОРСКИЙ АХМАТОВА БУЛГАКОВ БУНИН СОЛЖЕНИЦЫН БЕЛЕНКО МАСК ПАТТОН
",1.0,1.0
"среди молодёжи опоздали лет на двадцать
",0.0,0.0
"Хул сука пугаешь падла
",1.0,1.0
"Спасибо за совет, чуть попозже попробую)
",0.0,0.0
"De gustibus non disputandum est. Голландское я еще могу понять, но из бельгийского пива хороши (строгое ИМХО) только вот эти Kriek - с добавлением вишневого сока. Обычное пиво у бельгийцев совершенно ординарное. Но это, повторюсь, на вкус и цвет товарища нет.
",0.0,0.0
"100 это уже было на пикабу, потому что мой пост такой удаляли. когда вы сделаете поиск по удаленным постам
",1.0,0.0
"Сука тупой дегенарт. Вот на эти видео. Съеби уже к своему старому куколду в жж, жухлые сморчки друг-другу теребить.
",1.0,0.0
"У него хохлы были в предках.
",1.0,0.0
"У тебя воображение - так себе
",1.0,1.0
"Нестрман на самом деле в жизни ведет себя как аутист, карлан и то лучше держался. Русские вперед!",0.0,1.0
"Хули ты тут рыбой машеш? Где блядь тевтонцы????
",0.0,1.0
"бил бабу по ебалу еще до того, как это стало мейнстримом
",1.0,0.0
"Спасибо за развернутый ответ, действительно было интересно узнать От себя скажу сейчас мой знакомый варится в кругу родных людей 2,5 друга. Подумой, когда останавливаться, а когда быть настойчивым. Если бы мой друг не был таким односторонним, он был бы охуенным парнем, тем более, со внешкой ему повезло
",0.0,0.0
"Все самые адекватные люди, с которыми я за последние годы общался в Киеве, смотрят Шария. Все неадекватные, нервные и истеричный на мой вопрос о Шарие сразу с пеной у рта его крыли. Примерно показательно. Толя красавчик.
",1.0,0.0
"Ты эту историю перечитай еще раз. Там бабка дочке на свадьбу денег зажопила. Уж стопудово она в этом возрасте еще на пенсии не была.
",0.0,0.0
"нет он на самом деле везет его поросятам
",1.0,1.0
"Где написано, что проблем не бывает? Я не утверждал, что у меня какое-то супер здоровье. Я посещаю стоматолога как все, зубы мне сверлили и пломбы стоят.
",0.0,0.0
"Лурочка: Эльдорадо(Быдлорадо, Елдарада, Дилдорадо, Эльдорабство) быдлосеть быдломагазинов быдлотехники и быдлоэлектроники для быдла.
",1.0,0.0
"Только тогда, когда отношения переведены в горизонтальную плоскость, это будет бонус. До этого момента, данный перк не влияет ни на что, кроме самооценки.
",0.0,0.0
"Никто не хочет платить.
",0.0,0.0
"Не сдетонируют, но ничего хорошего не будет. Такие штуки уже падали (хорошо, что в малонаселенный район)
",0.0,0.0
"Наверное всё таки в большинстве случаев женщина стремится всё это скрывать до тех пор, пока видит пользу от отношений.
",0.0,0.0
"фулл: Голосуйте за Вилкула, хохлы. Он вам говна не сделает. Во всяком случае, он не такой долбоёб , чтобы Супрун поддерживать.
",1.0,1.0
"эти фантазии хохла-опущенца
",1.0,0.0
"Просто нажатие кнопки сохраняет картинку в буфер, так что её ещё надо где-то вставить , лучше нажать win prtSc, тогда картинка автоматом сохранится в папке Изображения
",0.0,0.0
"У курьера одна термосумка. Если заказ не помещается в неё, то ему заказывают такси. Все, что не помещается в термосумку несется в руках. Здесь было порядка 50 кг еды вместе с напитками. P. S. В термосумку помещается заказ из Мака на сумму 3-4 тыщи рублей.
",0.0,0.0
"зашел сюда в поисках этого коммента
",1.0,1.0
"И кто же тебя обоссал на этот раз, россиянец?
",1.0,1.0
"Огромное спасибо. Ну и приношу извинения за некорректную претензию)
",0.0,0.0
"Хочешь сказать, что мусора его не трогают, а богема не шлёт на хуй потому что он им свой ? А с судом никто не помог, потому что Он-то конечно, нам свой, но не до такой же степени, чтобы ради него жопу подымать ?",1.0,0.0
"С первых дней начинаются стажировки и зачеты, через месяц начинаются наряды и их дофига. Очень неплохой результат, если в первое полугодие в полку удается начать летать круги. Без второго класса на командирскую клетку ставят только очень небритых особей, а второй класс это три года, если повезет с командиром и погодой. Но командир со вторым классом - те же круги и иногда маршрут на перевозку всякой лобуды. Кстати, знаю 53-летнего правака с очень небольших самолетов и 57-летнего командира, который начинал с ГВФ (Благовещенский отряд). Оба служат и довольны.
",0.0,0.0
"Так там по сути никто и не работает дольше 3-х лет для стажа в типа сириус конторе. У нас в филиале роскосого так: после универа за 15-20к работают во всяких лабораториях, потом уебывают на вольные хлеба. Постоянно там только старичье совкового пошива и сотни начальников, 90 которых даже на работу не ходят, чисто зп получают.
",0.0,0.0
"Если кто-то найдет мои документы, я готов отдать все свои деньги, которые появятся
",0.0,0.0
"Ну все зависит от того как работать. Мы дистрибьютор и аксиса и самсунга. И запросы приходят каждый день из глубинок. Ну а кто не может найти своего покупателя идет по частникам, а им все равно главное чтобы показывало.
",0.0,0.0
"да, Электронный рай, на -1 этаже много ремонтников. И Горбушка конечно. Да, Савеловский забыл.
",0.0,0.0
"Заметил логическую нестыковку! 4:30 утра - Зенит не может играть.
",0.0,0.0
Ничего он не узнал )),0.0,1.0
"Слабоумие тут явно у даривших
",1.0,1.0
"В велотеме есть такой термин комьют . Он означает использование велосипеда для поездки на работу, в супермаркет за жрат, в гости к тёще в соседний район, вот это всё. Даже есть специальные велосипеды- комьютеры (он же городской велосипед ). Так вот, как показывает практика, велосипед- ещё и самый быстрый вид транспорта в условиях забитого личным транспортом города. Метро, конечно, быстрее на дальние расстояния, но станции метро есть далеко не везде, да и самого метро нет в большинстве городов. Всякие маршрутки троллейбусы стоят в пробках вместе с автоблядями. Пешком заебёшся пиздовать, например, за 5 км. до работы. А вел с этим всем справляется очень легко. Даже по нынешнему дрысту на велосипеде ехать чище, чем идти пешком. Климат ни тот- отмаза неосиляторов, ну или тех, кому действительно, в силу каких-то причин, уж сильно не нравится подобная погода. Зимой катать- вообще охуенно. Поехавший блядь Обоснуй, маня. В химзе ездить весной, чтоб на работу приходить не по уши в дерьме? Там такую штуку придумали, называется крыло , максимум- вымажешь низ штанины, как и при передвижении пешком или в ОТ. А зимой в одежде под полярную экспедицию? Лол. Там так себя греешь изнутри, что никакие пуховики и меховые шапки вообще не заходят. Термобельё, непродуваемая ветровка, самая обычная горнолыжка (в действительно сильный мороз). На пиках вообще нормисы на велах без спец. приблуд, в обычном шмоте.
",0.0,0.0
"Иди нахуй,бля. Я искал эту хуйню так как дрочу в гостиницах, когда в командировки летаю. Сплю бухой без трусов. Мне нужная эта ебень.
",1.0,1.0
"Так никогда никогда до проведения исследования и не говорит, что найденный предмет является наркотиками, оружием или драгметаллом. вещество растительного происхождения со специфическим запахом , порошок кристаллический белого цвета , цепочка желтого металла , предмет, конструктивно схожий с гранатой и т.д.
",0.0,0.0
"жизнь вообще сложная штука
",0.0,1.0
"Сейчас всё чаще проводят Диаскинтест для выявления заболевания. У дочери 2 года подряд этот тест положительный. Мы конечно ахреневаем и досконально проверяем ребёнка, флюорография, рентген ещё какие то анализы. И ничего, очагов нет, здорова. Да как так то? Мы конечно рады, что заболевания нет, но как это объяснить? Есть мысли?
",0.0,0.0
